model,threshold,f1score,precision_score,accuracy_score,balanced_accuracy_score,recall_score,roc_auc_score,seed,cv,config,method,config_epochs,config_batch,config_pred_weights,config_input_weights
PARP,0.5,0.4025157232704403,0.2633744855967078,0.5343137254901961,0.657897897897898,0.8533333333333334,0.8004804804804805,Seed_102,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.6929133858267718,0.8461538461538461,0.9044117647058824,0.7813213213213213,0.5866666666666667,0.9348148148148148,Seed_102,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.3578274760383387,0.2295081967213114,0.5073529411764706,0.62851096575606,0.8115942028985508,0.7281219272369716,Seed_102,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.736842105263158,0.765625,0.9142156862745098,0.8329485699628063,0.7101449275362319,0.8989354880082082,Seed_102,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.4235294117647058,0.288,0.5196078431372549,0.6201257861635221,0.8,0.691701607267645,Seed_102,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.6751592356687899,0.7910447761194029,0.875,0.7724318658280922,0.5888888888888889,0.8952480782669462,Seed_102,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.5595854922279793,0.4576271186440678,0.7916666666666666,0.763903903903904,0.72,0.8371171171171171,Seed_103,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.676923076923077,0.8,0.8970588235294118,0.7768168168168168,0.5866666666666667,0.9352552552552552,Seed_103,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.5052631578947367,0.396694214876033,0.7696078431372549,0.7401564704373477,0.6956521739130435,0.8021033730922149,Seed_103,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.7049180327868851,0.8113207547169812,0.9117647058823528,0.7968449403616775,0.6231884057971014,0.8932067889359155,Seed_103,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.5158371040723982,0.4351145038167939,0.7377450980392157,0.700314465408805,0.6333333333333333,0.7651292802236197,Seed_103,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.6904761904761906,0.7435897435897436,0.8725490196078431,0.790775681341719,0.6444444444444445,0.9006988120195667,Seed_103,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.5446009389671361,0.4202898550724637,0.7622549019607843,0.7665465465465465,0.7733333333333333,0.8379579579579581,Seed_104,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.7552447552447551,0.7941176470588235,0.9142156862745098,0.838978978978979,0.72,0.9428628628628628,Seed_104,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.4834123222748815,0.3591549295774648,0.7328431372549019,0.7353469283057585,0.7391304347826086,0.7916078833739473,Seed_104,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.6065573770491803,0.6981132075471698,0.8823529411764706,0.7445171219699884,0.5362318840579711,0.8863237997520415,Seed_104,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.4979919678714858,0.389937106918239,0.6936274509803921,0.6919287211740042,0.6888888888888889,0.7485324947589098,Seed_104,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.710843373493976,0.7763157894736842,0.8823529411764706,0.8010482180293501,0.6555555555555556,0.8948637316561845,Seed_104,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.6296296296296295,0.5862068965517241,0.8529411764705882,0.7859459459459459,0.68,0.8648248248248248,Seed_105,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.7605633802816901,0.8059701492537313,0.9166666666666666,0.8404804804804804,0.72,0.937857857857858,Seed_105,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.5526315789473684,0.5060240963855421,0.8333333333333334,0.7438758496857766,0.6086956521739131,0.8088153563336326,Seed_105,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.6875,0.7457627118644068,0.9019607843137256,0.7967166859048351,0.6376811594202898,0.8885041255183617,Seed_105,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.6030150753768844,0.5504587155963303,0.8063725490196079,0.7562893081761006,0.6666666666666666,0.8047868623340321,Seed_105,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.6871165644171779,0.7671232876712328,0.875,0.7843815513626835,0.6222222222222222,0.8876310272536687,Seed_105,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.4645669291338582,0.329608938547486,0.6666666666666666,0.7131531531531532,0.7866666666666666,0.826146146146146,Seed_106,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.732824427480916,0.8571428571428571,0.9142156862745098,0.807987987987988,0.64,0.9285285285285284,Seed_106,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.4444444444444444,0.3103448275862069,0.6691176470588235,0.7143131973836091,0.782608695652174,0.7780770381770766,Seed_106,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.7,0.8235294117647058,0.9117647058823528,0.7910734898037707,0.6086956521739131,0.8662306015134025,Seed_106,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.4483985765124555,0.3298429319371728,0.6200980392156863,0.6487421383647798,0.7,0.7412473794549266,Seed_106,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.7093023255813954,0.7439024390243902,0.8774509803921569,0.8058700209643606,0.6777777777777778,0.8842068483577917,Seed_106,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.5205479452054795,0.3958333333333333,0.7426470588235294,0.7493693693693694,0.76,0.8310910910910911,Seed_107,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.6865671641791045,0.7796610169491526,0.8970588235294118,0.7871471471471472,0.6133333333333333,0.937937937937938,Seed_107,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.4465116279069767,0.3287671232876712,0.7083333333333334,0.7032833140951649,0.6956521739130435,0.7698687529391647,Seed_107,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.7258064516129032,0.8181818181818182,0.9166666666666666,0.811337693984866,0.6521739130434783,0.9081270574152452,Seed_107,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.5560165975103735,0.4437086092715231,0.7377450980392157,0.740146750524109,0.7444444444444445,0.7837526205450733,Seed_107,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.6705202312138728,0.6987951807228916,0.8602941176470589,0.7829140461215933,0.6444444444444445,0.8852900069881202,Seed_107,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.4144736842105262,0.2751091703056768,0.5637254901960784,0.6707507507507507,0.84,0.7952952952952953,Seed_108,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.7659574468085107,0.8181818181818182,0.9191176470588236,0.841981981981982,0.72,0.938098098098098,Seed_108,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.3536977491961415,0.2272727272727272,0.5073529411764706,0.6227395151981532,0.7971014492753623,0.7438117224573554,Seed_108,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.6942148760330579,0.8076923076923077,0.909313725490196,0.7895985635500834,0.6086956521739131,0.8904706938566115,Seed_108,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.4376899696048632,0.301255230125523,0.5465686274509803,0.6374213836477988,0.8,0.7254367575122292,Seed_108,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.6987951807228916,0.7631578947368421,0.8774509803921569,0.7939203354297695,0.6444444444444445,0.8707896575821105,Seed_108,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.437956204379562,0.3015075376884422,0.6225490196078431,0.6912912912912913,0.8,0.8156756756756757,Seed_109,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.7412587412587412,0.7794117647058824,0.909313725490196,0.8308108108108108,0.7066666666666667,0.9435435435435436,Seed_109,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.3722627737226277,0.248780487804878,0.5784313725490197,0.6424265743234577,0.7391304347826086,0.7590098755931769,Seed_109,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.6833333333333333,0.803921568627451,0.9068627450980392,0.7823521867384892,0.5942028985507246,0.9012868197169852,Seed_109,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.4647887323943662,0.3402061855670103,0.6274509803921569,0.6654088050314465,0.7333333333333333,0.7149545772187282,Seed_109,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.698224852071006,0.7468354430379747,0.875,0.7963312368972746,0.6555555555555556,0.8954227812718378,Seed_109,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.4754098360655737,0.3431952662721893,0.6862745098039216,0.72,0.7733333333333333,0.8321921921921922,Seed_110,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.7536231884057971,0.8253968253968254,0.9166666666666666,0.8301501501501501,0.6933333333333334,0.9373373373373374,Seed_110,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.4176706827309236,0.2888888888888888,0.6446078431372549,0.6880210337309222,0.7536231884057971,0.7726689752468898,Seed_110,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.7153284671532847,0.7205882352941176,0.9044117647058824,0.827048864948057,0.7101449275362319,0.8862810482664273,Seed_110,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.4734982332155477,0.3471502590673575,0.6348039215686274,0.6741090146750524,0.7444444444444445,0.7702655485674353,Seed_110,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.7017543859649122,0.7407407407407407,0.875,0.800314465408805,0.6666666666666666,0.8984626135569531,Seed_110,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.5126050420168067,0.3742331288343558,0.7156862745098039,0.7535135135135136,0.8133333333333334,0.8387187187187187,Seed_111,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.7712418300653594,0.7564102564102564,0.9142156862745098,0.8648048048048047,0.7866666666666666,0.9351751751751752,Seed_111,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.4273504273504273,0.303030303030303,0.6715686274509803,0.6927023214056689,0.7246376811594203,0.786755589756744,Seed_111,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.6554621848739495,0.78,0.8995098039215687,0.7663845068616134,0.5652173913043478,0.900859304860844,Seed_111,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.5259259259259259,0.3944444444444444,0.6862745098039216,0.7230607966457023,0.7888888888888889,0.7744584206848357,Seed_111,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.6790123456790124,0.7638888888888888,0.8725490196078431,0.778825995807128,0.6111111111111112,0.8851502445842069,Seed_111,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.4244604316546762,0.2906403940886699,0.6078431372549019,0.6771171171171171,0.7866666666666666,0.8022222222222222,Seed_112,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.7218045112781956,0.8275862068965517,0.909313725490196,0.804984984984985,0.64,0.94022022022022,Seed_112,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.391304347826087,0.2608695652173913,0.5882352941176471,0.6656406310119276,0.782608695652174,0.7719208242486426,Seed_112,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.6559999999999999,0.7321428571428571,0.8946078431372549,0.7749775554700526,0.5942028985507246,0.8926510196229319,Seed_112,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.4437299035369774,0.3122171945701357,0.5759803921568627,0.6443396226415095,0.7666666666666667,0.7326694619147449,Seed_112,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.711864406779661,0.7241379310344828,0.875,0.8122641509433962,0.7,0.8821802935010482,Seed_112,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.5435897435897435,0.4416666666666666,0.7818627450980392,0.7527327327327327,0.7066666666666667,0.8281681681681682,Seed_113,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.7801418439716311,0.8333333333333334,0.9240196078431372,0.85015015015015,0.7333333333333333,0.9357357357357358,Seed_113,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.4867724867724867,0.3833333333333333,0.7622549019607843,0.724188790560472,0.6666666666666666,0.7947928690521995,Seed_113,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.6440677966101694,0.7755102040816326,0.8970588235294118,0.7591381300500193,0.5507246376811594,0.8986362276089094,Seed_113,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.5357142857142857,0.4477611940298507,0.7450980392156863,0.7169811320754718,0.6666666666666666,0.7727638015373866,Seed_113,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.6951219512195123,0.7702702702702703,0.8774509803921569,0.789937106918239,0.6333333333333333,0.8920684835779176,Seed_113,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.5957446808510639,0.495575221238938,0.8137254901960784,0.7877477477477477,0.7466666666666667,0.8364364364364364,Seed_114,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.7499999999999999,0.782608695652174,0.9117647058823528,0.8374774774774775,0.72,0.9416616616616617,Seed_114,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.4540540540540541,0.3620689655172414,0.7524509803921569,0.6952032833140952,0.6086956521739131,0.7771365054935659,Seed_114,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.6341463414634146,0.7222222222222222,0.8897058823529411,0.7604848018468642,0.5652173913043478,0.8730708392116626,Seed_114,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.5248868778280544,0.4427480916030534,0.7426470588235294,0.7074423480083858,0.6444444444444445,0.7761705101327744,Seed_114,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.7262569832402235,0.7303370786516854,0.8799019607843137,0.8233752620545074,0.7222222222222222,0.8999650593990217,Seed_114,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.5315315315315315,0.4013605442176871,0.7450980392156863,0.7612012012012012,0.7866666666666666,0.8316716716716717,Seed_115,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.7534246575342466,0.7746478873239436,0.9117647058823528,0.8426426426426425,0.7333333333333333,0.9396196196196196,Seed_115,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.4532019704433497,0.3432835820895522,0.7279411764705882,0.7035398230088495,0.6666666666666666,0.7630071394980976,Seed_115,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.6929133858267716,0.7586206896551724,0.9044117647058824,0.7981916121585224,0.6376811594202898,0.8989354880082082,Seed_115,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.5084745762711864,0.410958904109589,0.7156862745098039,0.6981132075471698,0.6666666666666666,0.755398322851153,Seed_115,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.6666666666666666,0.6904761904761905,0.8578431372549019,0.7813417190775682,0.6444444444444445,0.8780573025856045,Seed_115,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.4957264957264956,0.3647798742138364,0.7107843137254902,0.735015015015015,0.7733333333333333,0.8386386386386386,Seed_116,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.7101449275362319,0.7777777777777778,0.9019607843137256,0.8056456456456456,0.6533333333333333,0.9208008008008008,Seed_116,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.4297520661157025,0.3005780346820809,0.6617647058823529,0.6983455175067333,0.7536231884057971,0.7894061818648198,Seed_116,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.7200000000000001,0.8035714285714286,0.9142156862745098,0.8098627677311787,0.6521739130434783,0.8890598948313454,Seed_116,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.5092250922509225,0.3812154696132597,0.6740196078431373,0.7072327044025157,0.7666666666666667,0.7580712788259958,Seed_116,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.6913580246913581,0.7777777777777778,0.8774509803921569,0.7859538784067086,0.6222222222222222,0.8926624737945493,Seed_116,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.4232081911262798,0.2844036697247706,0.5857843137254902,0.679099099099099,0.8266666666666667,0.8047247247247248,Seed_117,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.7194244604316546,0.78125,0.9044117647058824,0.8123123123123123,0.6666666666666666,0.9413413413413414,Seed_117,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.3767123287671232,0.2466367713004484,0.553921568627451,0.6507631140182122,0.7971014492753623,0.7612329528451113,Seed_117,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.7067669172932332,0.734375,0.9044117647058824,0.8155059638322432,0.6811594202898551,0.8946175879611816,Seed_117,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.4394904458598726,0.3080357142857143,0.5686274509803921,0.6396226415094339,0.7666666666666667,0.6995981830887492,Seed_117,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.7457627118644068,0.7586206896551724,0.8897058823529411,0.8336477987421383,0.7333333333333333,0.9069182389937108,Seed_117,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.4315068493150684,0.2903225806451613,0.5931372549019608,0.6887687687687687,0.84,0.7871071071071071,Seed_119,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.7285714285714285,0.7846153846153846,0.9068627450980392,0.818978978978979,0.68,0.9368568568568568,Seed_119,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.3888888888888889,0.2557077625570776,0.5686274509803921,0.6653841220982429,0.8115942028985508,0.7490487794450857,Seed_119,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.6984126984126984,0.7719298245614035,0.9068627450980392,0.7996665384122098,0.6376811594202898,0.8891453978025736,Seed_119,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.4200626959247649,0.2925764192139738,0.5465686274509803,0.6175052410901467,0.7444444444444445,0.688469601677149,Seed_119,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.6863905325443788,0.7341772151898734,0.8700980392156863,0.789203354297694,0.6444444444444445,0.8971698113207548,Seed_119,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.3963414634146341,0.2569169960474308,0.5147058823529411,0.6510510510510511,0.8666666666666667,0.7767367367367367,Seed_120,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.7299270072992701,0.8064516129032258,0.909313725490196,0.8153153153153153,0.6666666666666666,0.954954954954955,Seed_120,cv_0,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.3233532934131736,0.2037735849056604,0.446078431372549,0.5800949082980633,0.782608695652174,0.7091188918814929,Seed_120,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.6495726495726495,0.7916666666666666,0.8995098039215687,0.7606130563037066,0.5507246376811594,0.8913684750545081,Seed_120,cv_1,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.4089635854341736,0.2734082397003745,0.4828431372549019,0.6005241090146751,0.8111111111111111,0.6741963661774982,Seed_120,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
DTL,0.5,0.7078651685393258,0.7159090909090909,0.8725490196078431,0.810691823899371,0.7,0.8965408805031446,Seed_120,cv_2,CopiedWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,CopiedWeights,DefaultWeights
PARP,0.5,0.5592417061611374,0.4338235294117647,0.7720588235294118,0.7777177177177177,0.7866666666666666,0.8375175175175176,Seed_100,cv_0,DefaultWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,DefaultWeights,DefaultWeights
DTL,0.5,0.6666666666666667,0.7121212121212122,0.8848039215686274,0.7848048048048049,0.6266666666666667,0.9272872872872872,Seed_100,cv_0,DefaultWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,DefaultWeights,DefaultWeights
PARP,0.5,0.482051282051282,0.373015873015873,0.7524509803921569,0.7240605361036296,0.6811594202898551,0.7904108417767518,Seed_100,cv_1,DefaultWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,DefaultWeights,DefaultWeights
DTL,0.5,0.5737704918032787,0.660377358490566,0.8725490196078431,0.7270745158394254,0.5072463768115942,0.8746526441793853,Seed_100,cv_1,DefaultWeights_DefaultWeights_Epochs_100_Batch_32,DTL,100,32,DefaultWeights,DefaultWeights
