model,threshold,f1score,precision_score,accuracy_score,balanced_accuracy_score,recall_score,roc_auc_score,seed,cv,config,method,config_epochs,config_batch,config_pred_weights,config_input_weights
PARP,0.5,0.3233532934131736,0.2037735849056604,0.446078431372549,0.5800949082980633,0.782608695652174,0.7091188918814929,Seed_120,cv_1,CopiedWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,CopiedWeights,CopiedWeights
DTL,0.5,0.6923076923076924,0.7377049180327869,0.9019607843137256,0.8024881364627421,0.6521739130434783,0.8732845966397331,Seed_120,cv_1,CopiedWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,CopiedWeights,CopiedWeights
PARP,0.5,0.4089635854341736,0.2734082397003745,0.4828431372549019,0.6005241090146751,0.8111111111111111,0.6741963661774982,Seed_120,cv_2,CopiedWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,CopiedWeights,CopiedWeights
DTL,0.5,0.6375,0.7285714285714285,0.8578431372549019,0.7534591194968554,0.5666666666666667,0.8677498252969951,Seed_120,cv_2,CopiedWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,CopiedWeights,CopiedWeights
PARP,0.5,0.5592417061611374,0.4338235294117647,0.7720588235294118,0.7777177177177177,0.7866666666666666,0.8375175175175176,Seed_100,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.6511627906976745,0.7777777777777778,0.8897058823529411,0.761981981981982,0.56,0.908228228228228,Seed_100,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.482051282051282,0.373015873015873,0.7524509803921569,0.7240605361036296,0.6811594202898551,0.7904108417767518,Seed_100,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.5546218487394958,0.66,0.8700980392156863,0.7140566884699243,0.4782608695652174,0.8754649224060536,Seed_100,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.5454545454545454,0.4342105263157895,0.7303921568627451,0.7314465408805031,0.7333333333333333,0.7919636617749826,Seed_100,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.5416666666666666,0.7222222222222222,0.8382352941176471,0.6930817610062894,0.4333333333333333,0.8634171907756814,Seed_100,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.3914373088685015,0.2539682539682539,0.5122549019607843,0.6443843843843844,0.8533333333333334,0.7937537537537539,Seed_101,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.7058823529411764,0.7868852459016393,0.9019607843137256,0.8004804804804805,0.64,0.919039039039039,Seed_101,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.3491124260355029,0.2193308550185873,0.4607843137254901,0.6178017186097217,0.855072463768116,0.7410542516352443,Seed_101,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.5692307692307692,0.6065573770491803,0.8627450980392157,0.73271771194049,0.5362318840579711,0.8643922876319953,Seed_101,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.4079320113314448,0.2737642585551331,0.4877450980392157,0.599685534591195,0.8,0.6916491963661774,Seed_101,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.5555555555555555,0.7407407407407407,0.8431372549019608,0.70020964360587,0.4444444444444444,0.8808874912648498,Seed_101,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.4025157232704403,0.2633744855967078,0.5343137254901961,0.657897897897898,0.8533333333333334,0.8004804804804805,Seed_102,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.547008547008547,0.7619047619047619,0.8700980392156863,0.6983183183183184,0.4266666666666667,0.9044644644644644,Seed_102,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.3578274760383387,0.2295081967213114,0.5073529411764706,0.62851096575606,0.8115942028985508,0.7281219272369716,Seed_102,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.5950413223140496,0.6923076923076923,0.8799019607843137,0.7372707451583942,0.5217391304347826,0.8699499807618314,Seed_102,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.4235294117647058,0.288,0.5196078431372549,0.6201257861635221,0.8,0.691701607267645,Seed_102,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.5492957746478874,0.75,0.8431372549019608,0.6962264150943396,0.4333333333333333,0.8620195667365479,Seed_102,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.5595854922279793,0.4576271186440678,0.7916666666666666,0.763903903903904,0.72,0.8371171171171171,Seed_103,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.6016260162601627,0.7708333333333334,0.8799019607843137,0.7301501501501502,0.4933333333333333,0.8965765765765765,Seed_103,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.5052631578947367,0.396694214876033,0.7696078431372549,0.7401564704373477,0.6956521739130435,0.8021033730922149,Seed_103,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.578125,0.6271186440677966,0.8676470588235294,0.7356675644478645,0.5362318840579711,0.8710187679021846,Seed_103,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.5158371040723982,0.4351145038167939,0.7377450980392157,0.700314465408805,0.6333333333333333,0.7651292802236197,Seed_103,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.4098360655737705,0.78125,0.8235294117647058,0.6278825995807128,0.2777777777777778,0.8671907756813417,Seed_103,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.5446009389671361,0.4202898550724637,0.7622549019607843,0.7665465465465465,0.7733333333333333,0.8379579579579581,Seed_104,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.6231884057971014,0.6825396825396826,0.8725490196078431,0.7566366366366366,0.5733333333333334,0.9131931931931933,Seed_104,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.4834123222748815,0.3591549295774648,0.7328431372549019,0.7353469283057585,0.7391304347826086,0.7916078833739473,Seed_104,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.5289256198347106,0.6153846153846154,0.8602941176470589,0.7023855328972681,0.463768115942029,0.8703774956179726,Seed_104,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.4979919678714858,0.389937106918239,0.6936274509803921,0.6919287211740042,0.6888888888888889,0.7485324947589098,Seed_104,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.5960264900662251,0.7377049180327869,0.8504901960784313,0.7248427672955975,0.5,0.8584206848357792,Seed_104,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.6296296296296295,0.5862068965517241,0.8529411764705882,0.7859459459459459,0.68,0.8648248248248248,Seed_105,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.6446280991735537,0.8478260869565217,0.8946078431372549,0.7494894894894895,0.52,0.9105105105105104,Seed_105,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.5526315789473684,0.5060240963855421,0.8333333333333334,0.7438758496857766,0.6086956521739131,0.8088153563336326,Seed_105,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.5857142857142856,0.5774647887323944,0.8578431372549019,0.7528536616647428,0.5942028985507246,0.8605019024411099,Seed_105,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.6030150753768844,0.5504587155963303,0.8063725490196079,0.7562893081761006,0.6666666666666666,0.8047868623340321,Seed_105,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.4885496183206106,0.7804878048780488,0.8357843137254902,0.6636268343815513,0.3555555555555555,0.8580363382250175,Seed_105,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.4645669291338582,0.329608938547486,0.6666666666666666,0.7131531531531532,0.7866666666666666,0.826146146146146,Seed_106,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.4528301886792453,0.7741935483870968,0.8578431372549019,0.6494894894894895,0.32,0.8977777777777778,Seed_106,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.4444444444444444,0.3103448275862069,0.6691176470588235,0.7143131973836091,0.782608695652174,0.7780770381770766,Seed_106,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.5483870967741936,0.6181818181818182,0.8627450980392157,0.7154033602667693,0.4927536231884058,0.8578085588474199,Seed_106,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.4483985765124555,0.3298429319371728,0.6200980392156863,0.6487421383647798,0.7,0.7412473794549266,Seed_106,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.462686567164179,0.7045454545454546,0.8235294117647058,0.6517819706498952,0.3444444444444444,0.8335779175401817,Seed_106,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.5205479452054795,0.3958333333333333,0.7426470588235294,0.7493693693693694,0.76,0.8310910910910911,Seed_107,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.5,0.8181818181818182,0.8676470588235294,0.670990990990991,0.36,0.903863863863864,Seed_107,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.4465116279069767,0.3287671232876712,0.7083333333333334,0.7032833140951649,0.6956521739130435,0.7698687529391647,Seed_107,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.546875,0.5932203389830508,0.8578431372549019,0.7182249583173015,0.5072463768115942,0.8618271984951477,Seed_107,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.5560165975103735,0.4437086092715231,0.7377450980392157,0.740146750524109,0.7444444444444445,0.7837526205450733,Seed_107,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.5323741007194244,0.7551020408163265,0.8406862745098039,0.6866876310272536,0.4111111111111111,0.8493011879804333,Seed_107,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.4144736842105262,0.2751091703056768,0.5637254901960784,0.6707507507507507,0.84,0.7952952952952953,Seed_108,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.6758620689655173,0.7,0.8848039215686274,0.7951351351351351,0.6533333333333333,0.908948948948949,Seed_108,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.3536977491961415,0.2272727272727272,0.5073529411764706,0.6227395151981532,0.7971014492753623,0.7438117224573554,Seed_108,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.5937500000000001,0.6440677966101694,0.8725490196078431,0.744388867513146,0.5507246376811594,0.8708477619597281,Seed_108,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.4376899696048632,0.301255230125523,0.5465686274509803,0.6374213836477988,0.8,0.7254367575122292,Seed_108,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.5987261146496816,0.7014925373134329,0.8455882352941176,0.7296645702306079,0.5222222222222223,0.860796645702306,Seed_108,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.437956204379562,0.3015075376884422,0.6225490196078431,0.6912912912912913,0.8,0.8156756756756757,Seed_109,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.5517241379310345,0.7804878048780488,0.8725490196078431,0.6998198198198199,0.4266666666666667,0.8842842842842843,Seed_109,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.3722627737226277,0.248780487804878,0.5784313725490197,0.6424265743234577,0.7391304347826086,0.7590098755931769,Seed_109,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.5593220338983051,0.673469387755102,0.8725490196078431,0.7155316147236117,0.4782608695652174,0.8640930272326964,Seed_109,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.4647887323943662,0.3402061855670103,0.6274509803921569,0.6654088050314465,0.7333333333333333,0.7149545772187282,Seed_109,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.3801652892561983,0.7419354838709677,0.8161764705882353,0.6151991614255765,0.2555555555555555,0.8484276729559749,Seed_109,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.4754098360655737,0.3431952662721893,0.6862745098039216,0.72,0.7733333333333333,0.8321921921921922,Seed_110,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.6115702479338843,0.8043478260869565,0.8848039215686274,0.7331531531531532,0.4933333333333333,0.921041041041041,Seed_110,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.4176706827309236,0.2888888888888888,0.6446078431372549,0.6880210337309222,0.7536231884057971,0.7726689752468898,Seed_110,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.5909090909090909,0.6190476190476191,0.8676470588235294,0.7472104655636783,0.5652173913043478,0.8690521995639349,Seed_110,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.4734982332155477,0.3471502590673575,0.6348039215686274,0.6741090146750524,0.7444444444444445,0.7702655485674353,Seed_110,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.5479452054794521,0.7142857142857143,0.8382352941176471,0.6970649895178197,0.4444444444444444,0.8565688329839272,Seed_110,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.5126050420168067,0.3742331288343558,0.7156862745098039,0.7535135135135136,0.8133333333333334,0.8387187187187187,Seed_111,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.640625,0.7735849056603774,0.8872549019607843,0.7553153153153154,0.5466666666666666,0.918958958958959,Seed_111,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.4273504273504273,0.303030303030303,0.6715686274509803,0.6927023214056689,0.7246376811594203,0.786755589756744,Seed_111,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.6461538461538463,0.6885245901639344,0.8872549019607843,0.7763242272668975,0.6086956521739131,0.8907699542559104,Seed_111,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.5259259259259259,0.3944444444444444,0.6862745098039216,0.7230607966457023,0.7888888888888889,0.7744584206848357,Seed_111,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.6467065868263472,0.7012987012987013,0.8553921568627451,0.7638364779874214,0.6,0.8768343815513626,Seed_111,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.4244604316546762,0.2906403940886699,0.6078431372549019,0.6771171171171171,0.7866666666666666,0.8022222222222222,Seed_112,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.634920634920635,0.7843137254901961,0.8872549019607843,0.7501501501501502,0.5333333333333333,0.9057857857857858,Seed_112,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.391304347826087,0.2608695652173913,0.5882352941176471,0.6656406310119276,0.782608695652174,0.7719208242486426,Seed_112,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.5862068965517242,0.723404255319149,0.8823529411764706,0.7272027702962678,0.4927536231884058,0.8792698046257107,Seed_112,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.4437299035369774,0.3122171945701357,0.5759803921568627,0.6443396226415095,0.7666666666666667,0.7326694619147449,Seed_112,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.4696969696969696,0.7380952380952381,0.8284313725490197,0.6549266247379455,0.3444444444444444,0.8586652690426276,Seed_112,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.5435897435897435,0.4416666666666666,0.7818627450980392,0.7527327327327327,0.7066666666666667,0.8281681681681682,Seed_113,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.5378151260504203,0.7272727272727273,0.8651960784313726,0.6953153153153153,0.4266666666666667,0.8986586586586587,Seed_113,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.4867724867724867,0.3833333333333333,0.7622549019607843,0.724188790560472,0.6666666666666666,0.7947928690521995,Seed_113,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.5967741935483871,0.6727272727272727,0.8774509803921569,0.7415672694626139,0.5362318840579711,0.8870933264930956,Seed_113,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.5357142857142857,0.4477611940298507,0.7450980392156863,0.7169811320754718,0.6666666666666666,0.7727638015373866,Seed_113,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.421875,0.7105263157894737,0.8186274509803921,0.6327044025157232,0.3,0.8526205450733753,Seed_113,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.5957446808510639,0.495575221238938,0.8137254901960784,0.7877477477477477,0.7466666666666667,0.8364364364364364,Seed_114,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.6666666666666667,0.7962962962962963,0.8946078431372549,0.7701501501501502,0.5733333333333334,0.9053453453453454,Seed_114,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.4540540540540541,0.3620689655172414,0.7524509803921569,0.6952032833140952,0.6086956521739131,0.7771365054935659,Seed_114,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.591304347826087,0.7391304347826086,0.8848039215686274,0.7286776965499551,0.4927536231884058,0.8774742422299175,Seed_114,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.5248868778280544,0.4427480916030534,0.7426470588235294,0.7074423480083858,0.6444444444444445,0.7761705101327744,Seed_114,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.5362318840579711,0.7708333333333334,0.8431372549019608,0.6882599580712788,0.4111111111111111,0.8711041229909153,Seed_114,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.5315315315315315,0.4013605442176871,0.7450980392156863,0.7612012012012012,0.7866666666666666,0.8316716716716717,Seed_115,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.6901408450704225,0.7313432835820896,0.8921568627450981,0.7996396396396397,0.6533333333333333,0.9127527527527528,Seed_115,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.4532019704433497,0.3432835820895522,0.7279411764705882,0.7035398230088495,0.6666666666666666,0.7630071394980976,Seed_115,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.5891472868217054,0.6333333333333333,0.8700980392156863,0.7429139412594588,0.5507246376811594,0.8741823778376298,Seed_115,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.5084745762711864,0.410958904109589,0.7156862745098039,0.6981132075471698,0.6666666666666666,0.755398322851153,Seed_115,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.621951219512195,0.6891891891891891,0.8480392156862745,0.7471698113207548,0.5666666666666667,0.8619147449336129,Seed_115,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.4957264957264956,0.3647798742138364,0.7107843137254902,0.735015015015015,0.7733333333333333,0.8386386386386386,Seed_116,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.578512396694215,0.7608695652173914,0.875,0.7168168168168167,0.4666666666666667,0.8991791791791792,Seed_116,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.4297520661157025,0.3005780346820809,0.6617647058823529,0.6983455175067333,0.7536231884057971,0.7894061818648198,Seed_116,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.5846153846153845,0.6229508196721312,0.8676470588235294,0.7414390150057715,0.5507246376811594,0.8707195075028857,Seed_116,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.5092250922509225,0.3812154696132597,0.6740196078431373,0.7072327044025157,0.7666666666666667,0.7580712788259958,Seed_116,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.5,0.7391304347826086,0.8333333333333334,0.670020964360587,0.3777777777777777,0.8364779874213837,Seed_116,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.4232081911262798,0.2844036697247706,0.5857843137254902,0.679099099099099,0.8266666666666667,0.8047247247247248,Seed_117,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.5378151260504203,0.7272727272727273,0.8651960784313726,0.6953153153153153,0.4266666666666667,0.9013013013013011,Seed_117,cv_0,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.3767123287671232,0.2466367713004484,0.553921568627451,0.6507631140182122,0.7971014492753623,0.7612329528451113,Seed_117,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.5757575757575758,0.6031746031746031,0.8627450980392157,0.7384891624983968,0.5507246376811594,0.8608011628404088,Seed_117,cv_1,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
PARP,0.5,0.4394904458598726,0.3080357142857143,0.5686274509803921,0.6396226415094339,0.7666666666666667,0.6995981830887492,Seed_117,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
DTL,0.5,0.5578231292517006,0.7192982456140351,0.8406862745098039,0.7026205450733752,0.4555555555555555,0.86533892382949,Seed_117,cv_2,DefaultWeights_CopiedWeights_Epochs_10_Batch_128,DTL,10,128,DefaultWeights,CopiedWeights
